,COMMUNITY AREA NAME,PER CAPITA INCOME,THERM MEAN 2010,TOTAL POPULATION
658,West Ridge,21375,2976.18,168.0
659,West Ridge,21375,665.25,168.0
660,West Ridge,21375,2485.67,69.0
661,West Ridge,21375,1106.5,69.0
662,West Ridge,21375,1835.17,24.0
663,West Ridge,21375,15261.0,112.0
664,West Ridge,21375,1940.29,112.0
665,West Ridge,21375,3064.0,69.0
666,West Ridge,21375,1688.5,69.0
667,West Ridge,21375,3470.0,55.0
668,West Ridge,21375,1510.5,55.0
669,West Ridge,21375,2639.25,86.0
670,West Ridge,21375,2321.33,140.0
671,West Ridge,21375,1339.43,54.0
672,West Ridge,21375,2927.5,97.0
673,West Ridge,21375,1682.33,97.0
674,West Ridge,21375,6272.25,86.0
675,West Ridge,21375,1474.6,86.0
676,West Ridge,21375,1079.13,94.0
677,West Ridge,21375,3370.33,80.0
678,West Ridge,21375,1011.67,80.0
679,West Ridge,21375,1372.67,39.0
680,West Ridge,21375,3558.5,87.0
681,West Ridge,21375,3664.67,87.0
682,West Ridge,21375,3395.0,49.0
683,West Ridge,21375,2171.5,87.0
684,West Ridge,21375,843.0,87.0
685,West Ridge,21375,3212.5,126.0
686,West Ridge,21375,862.43,126.0
687,West Ridge,21375,1929.8,12.0
688,West Ridge,21375,4003.07,143.0
689,West Ridge,21375,9934.0,179.0
690,West Ridge,21375,3826.8,179.0
691,West Ridge,21375,1305.38,179.0
692,West Ridge,21375,10724.75,1115.0
693,West Ridge,21375,3404.57,1115.0
694,West Ridge,21375,1947.14,1115.0
695,West Ridge,21375,3437.58,137.0
696,West Ridge,21375,1370.5,137.0
697,West Ridge,21375,1392.5,16.0
698,West Ridge,21375,3522.46,134.0
699,West Ridge,21375,1278.0,134.0
700,West Ridge,21375,1177.29,0.0
701,West Ridge,21375,1393.55,52.0
702,West Ridge,21375,1551.0,51.0
703,West Ridge,21375,1365.27,50.0
704,West Ridge,21375,1565.5,57.0
705,West Ridge,21375,1599.58,46.0
706,West Ridge,21375,1558.31,46.0
707,West Ridge,21375,1499.33,40.0
708,West Ridge,21375,1376.0,28.0
709,West Ridge,21375,1280.77,43.0
710,West Ridge,21375,1396.71,64.0
711,West Ridge,21375,1751.67,270.0
712,West Ridge,21375,1303.64,270.0
713,West Ridge,21375,1322.27,45.0
714,West Ridge,21375,2075.09,527.0
715,West Ridge,21375,1371.32,527.0
716,West Ridge,21375,1464.83,31.0
717,West Ridge,21375,1210.67,30.0
718,West Ridge,21375,1254.0,15.0
719,West Ridge,21375,1223.06,54.0
720,West Ridge,21375,1245.95,73.0
721,West Ridge,21375,1231.23,46.0
722,West Ridge,21375,1270.2,43.0
723,West Ridge,21375,2594.83,78.0
724,West Ridge,21375,8693.0,108.0
725,West Ridge,21375,3376.9,108.0
726,West Ridge,21375,1516.43,85.0
727,West Ridge,21375,1863.33,16.0
728,West Ridge,21375,1731.2,18.0
729,West Ridge,21375,1533.26,525.0
730,West Ridge,21375,1407.92,46.0
731,West Ridge,21375,1230.08,104.0
732,West Ridge,21375,1616.33,90.0
733,West Ridge,21375,2492.0,47.0
734,West Ridge,21375,1391.53,47.0
735,West Ridge,21375,1244.17,33.0
736,West Ridge,21375,1296.13,33.0
737,West Ridge,21375,1855.5,160.0
738,West Ridge,21375,2739.5,160.0
739,West Ridge,21375,11718.0,66.0
740,West Ridge,21375,2758.5,55.0
741,West Ridge,21375,1075.59,61.0
742,West Ridge,21375,1145.17,66.0
743,West Ridge,21375,1238.31,53.0
744,West Ridge,21375,1233.29,52.0
745,West Ridge,21375,1200.89,66.0
746,West Ridge,21375,1312.05,50.0
747,West Ridge,21375,1274.65,74.0
748,West Ridge,21375,1357.94,54.0
749,West Ridge,21375,1175.0,53.0
750,West Ridge,21375,1078.23,25.0
751,West Ridge,21375,1383.8,55.0
752,West Ridge,21375,1496.44,40.0
753,West Ridge,21375,1407.92,41.0
754,West Ridge,21375,1220.74,64.0
755,West Ridge,21375,1191.14,30.0
756,West Ridge,21375,1211.2,35.0
757,West Ridge,21375,1179.0,43.0
758,West Ridge,21375,1589.21,45.0
759,West Ridge,21375,1388.73,31.0
760,West Ridge,21375,1393.5,52.0
761,West Ridge,21375,1408.47,76.0
762,West Ridge,21375,1343.5,27.0
763,West Ridge,21375,1199.0,31.0
764,West Ridge,21375,1555.3,25.0
765,West Ridge,21375,1430.8,30.0
766,West Ridge,21375,1443.81,43.0
767,West Ridge,21375,1243.33,61.0
768,West Ridge,21375,1243.13,45.0
769,West Ridge,21375,1168.0,34.0
770,West Ridge,21375,1406.0,45.0
771,West Ridge,21375,1504.36,47.0
772,West Ridge,21375,1210.5,29.0
773,West Ridge,21375,1183.67,19.0
774,West Ridge,21375,719.33,246.0
775,West Ridge,21375,1852.96,246.0
776,West Ridge,21375,135.0,0.0
777,West Ridge,21375,907.67,72.0
778,West Ridge,21375,1575.92,72.0
779,West Ridge,21375,3217.0,80.0
780,West Ridge,21375,1157.25,22.0
781,West Ridge,21375,1562.14,31.0
782,West Ridge,21375,1161.0,13.0
783,West Ridge,21375,1156.2,52.0
784,West Ridge,21375,1257.0,41.0
785,West Ridge,21375,1391.11,34.0
786,West Ridge,21375,1479.58,47.0
787,West Ridge,21375,3157.29,82.0
788,West Ridge,21375,1362.91,31.0
789,West Ridge,21375,1282.75,32.0
790,West Ridge,21375,1474.3,21.0
791,West Ridge,21375,1372.78,16.0
792,West Ridge,21375,2134.0,39.0
793,West Ridge,21375,1404.6,39.0
794,West Ridge,21375,1232.14,32.0
795,West Ridge,21375,1436.38,23.0
796,West Ridge,21375,1339.5,23.0
797,West Ridge,21375,1444.0,17.0
798,West Ridge,21375,1854.29,90.0
799,West Ridge,21375,1291.8,16.0
800,West Ridge,21375,1274.0,17.0
801,West Ridge,21375,4798.0,41.0
802,West Ridge,21375,1363.63,25.0
803,West Ridge,21375,1301.57,27.0
804,West Ridge,21375,1412.75,24.0
805,West Ridge,21375,1894.67,28.0
806,West Ridge,21375,1358.14,23.0
807,West Ridge,21375,2413.0,52.0
808,West Ridge,21375,1307.14,52.0
809,West Ridge,21375,1295.14,18.0
810,West Ridge,21375,1145.4,20.0
811,West Ridge,21375,3448.0,28.0
812,West Ridge,21375,1384.43,28.0
813,West Ridge,21375,1552.4,28.0
814,West Ridge,21375,1315.56,28.0
815,West Ridge,21375,1113.2,30.0
816,West Ridge,21375,1377.07,42.0
817,West Ridge,21375,1487.25,38.0
818,West Ridge,21375,1567.5,22.0
819,West Ridge,21375,1561.14,53.0
820,West Ridge,21375,1556.36,36.0
821,West Ridge,21375,945.25,156.0
822,West Ridge,21375,766.77,259.0
823,West Ridge,21375,1250.89,121.0
824,West Ridge,21375,1384.22,91.0
825,West Ridge,21375,1427.0,34.0
826,West Ridge,21375,1335.08,51.0
827,West Ridge,21375,1402.31,55.0
828,West Ridge,21375,1330.88,56.0
829,West Ridge,21375,1341.6,71.0
830,West Ridge,21375,1158.27,65.0
831,West Ridge,21375,1328.2,90.0
832,West Ridge,21375,858.25,101.0
833,West Ridge,21375,3595.0,6.0
834,West Ridge,21375,1592.2,70.0
835,West Ridge,21375,1459.65,55.0
836,West Ridge,21375,1314.56,63.0
837,West Ridge,21375,1616.53,75.0
838,West Ridge,21375,1571.71,49.0
839,West Ridge,21375,1644.56,58.0
840,West Ridge,21375,1764.35,49.0
841,West Ridge,21375,1779.41,62.0
842,West Ridge,21375,1841.69,62.0
843,West Ridge,21375,1589.53,55.0
844,West Ridge,21375,1472.93,53.0
845,West Ridge,21375,1715.62,56.0
846,West Ridge,21375,1558.09,55.0
847,West Ridge,21375,2234.73,109.0
848,West Ridge,21375,1484.95,66.0
849,West Ridge,21375,2086.5,109.0
850,West Ridge,21375,2232.43,124.0
851,West Ridge,21375,1600.5,46.0
852,West Ridge,21375,1706.08,81.0
853,West Ridge,21375,1376.57,62.0
854,West Ridge,21375,1486.42,63.0
855,West Ridge,21375,1555.17,51.0
856,West Ridge,21375,1601.63,40.0
857,West Ridge,21375,1468.75,58.0
858,West Ridge,21375,1500.3,245.0
859,West Ridge,21375,1715.84,127.0
860,West Ridge,21375,1792.0,154.0
861,West Ridge,21375,1993.0,20.0
862,West Ridge,21375,2045.17,93.0
863,West Ridge,21375,2548.0,73.0
864,West Ridge,21375,1277.89,73.0
865,West Ridge,21375,2692.1,169.0
866,West Ridge,21375,1306.5,169.0
867,West Ridge,21375,3016.5,171.0
868,West Ridge,21375,1371.27,64.0
869,West Ridge,21375,1184.5,171.0
870,West Ridge,21375,128.0,39.0
871,West Ridge,21375,1393.83,39.0
872,West Ridge,21375,1188.25,77.0
873,West Ridge,21375,1355.1,77.0
874,West Ridge,21375,1260.5,93.0
875,West Ridge,21375,3715.2,116.0
876,West Ridge,21375,1075.31,116.0
877,West Ridge,21375,2796.75,96.0
878,West Ridge,21375,2335.5,88.0
879,West Ridge,21375,1470.0,88.0
880,West Ridge,21375,5058.5,156.0
881,West Ridge,21375,2696.33,156.0
882,West Ridge,21375,2968.78,132.0
883,West Ridge,21375,1592.83,132.0
884,West Ridge,21375,2893.4,91.0
885,West Ridge,21375,2995.5,95.0
886,West Ridge,21375,3314.25,95.0
887,West Ridge,21375,2584.0,64.0
888,West Ridge,21375,4497.0,92.0
889,West Ridge,21375,2881.25,92.0
890,West Ridge,21375,1370.0,92.0
891,West Ridge,21375,2067.0,78.0
892,West Ridge,21375,3097.75,78.0
893,West Ridge,21375,2477.67,111.0
894,West Ridge,21375,1841.6,58.0
895,West Ridge,21375,1634.13,58.0
896,West Ridge,21375,797.0,98.0
897,West Ridge,21375,1539.0,51.0
898,West Ridge,21375,2062.0,38.0
899,West Ridge,21375,1667.0,38.0
900,West Ridge,21375,1617.71,52.0
901,West Ridge,21375,1716.92,36.0
902,West Ridge,21375,1716.88,49.0
903,West Ridge,21375,1400.27,41.0
904,West Ridge,21375,7298.0,0.0
905,West Ridge,21375,1849.33,42.0
906,West Ridge,21375,1407.0,370.0
907,West Ridge,21375,1019.25,60.0
908,West Ridge,21375,1048.88,73.0
909,West Ridge,21375,8513.33,348.0
910,West Ridge,21375,3481.67,348.0
911,West Ridge,21375,2738.55,62.0
912,West Ridge,21375,4419.5,132.0
913,West Ridge,21375,3878.0,132.0
914,West Ridge,21375,2730.5,132.0
915,West Ridge,21375,4336.0,46.0
916,West Ridge,21375,1771.07,46.0
917,West Ridge,21375,1514.33,37.0
918,West Ridge,21375,1474.58,26.0
919,West Ridge,21375,2412.42,94.0
920,West Ridge,21375,2064.83,94.0
921,West Ridge,21375,1842.0,45.0
922,West Ridge,21375,1707.4,45.0
923,West Ridge,21375,3959.0,41.0
924,West Ridge,21375,1630.64,41.0
925,West Ridge,21375,1752.21,39.0
926,West Ridge,21375,1558.09,30.0
927,West Ridge,21375,1995.47,39.0
928,West Ridge,21375,1572.47,31.0
929,West Ridge,21375,2099.0,49.0
930,West Ridge,21375,1701.27,49.0
931,West Ridge,21375,1505.73,43.0
932,West Ridge,21375,1761.25,43.0
933,West Ridge,21375,1359.55,33.0
934,West Ridge,21375,1525.42,55.0
935,West Ridge,21375,1456.0,37.0
936,West Ridge,21375,1485.17,37.0
937,West Ridge,21375,1074.5,81.0
938,West Ridge,21375,2824.0,81.0
939,West Ridge,21375,1279.86,81.0
940,West Ridge,21375,1305.0,65.0
941,West Ridge,21375,1277.64,65.0
942,West Ridge,21375,3905.5,19.0
943,West Ridge,21375,2337.5,13.0
944,West Ridge,21375,1671.5,13.0
945,West Ridge,21375,2716.4,85.0
946,West Ridge,21375,1968.88,85.0
947,West Ridge,21375,2271.0,150.0
948,West Ridge,21375,1931.67,150.0
949,West Ridge,21375,7622.0,132.0
950,West Ridge,21375,2981.0,132.0
951,West Ridge,21375,866.57,132.0
952,West Ridge,21375,1692.67,67.0
953,West Ridge,21375,1633.5,31.0
954,West Ridge,21375,2043.33,61.0
955,West Ridge,21375,2055.33,40.0
956,West Ridge,21375,2167.2,40.0
957,West Ridge,21375,1851.5,43.0
958,West Ridge,21375,828.67,43.0
959,West Ridge,21375,2245.5,34.0
960,West Ridge,21375,1538.56,34.0
961,West Ridge,21375,2911.5,42.0
962,West Ridge,21375,1805.42,42.0
963,West Ridge,21375,1528.38,55.0
964,West Ridge,21375,1127.0,40.0
965,West Ridge,21375,1759.0,40.0
966,West Ridge,21375,928.33,37.0
967,West Ridge,21375,2021.25,6.0
968,West Ridge,21375,1048.5,6.0
969,West Ridge,21375,1169.0,10.0
970,West Ridge,21375,1800.75,10.0
971,West Ridge,21375,1520.7,28.0
972,West Ridge,21375,1474.4,28.0
973,West Ridge,21375,1129.25,66.0
974,West Ridge,21375,3798.0,37.0
975,West Ridge,21375,1531.89,37.0
976,West Ridge,21375,1873.67,29.0
977,West Ridge,21375,3321.0,45.0
978,West Ridge,21375,1393.13,45.0
979,West Ridge,21375,1210.2,33.0
980,West Ridge,21375,2422.3,105.0
981,West Ridge,21375,2202.5,105.0
982,West Ridge,21375,3220.0,54.0
983,West Ridge,21375,1636.22,54.0
984,West Ridge,21375,1786.5,74.0
985,West Ridge,21375,995.67,74.0
986,West Ridge,21375,2243.0,41.0
987,West Ridge,21375,2293.38,16.0
988,West Ridge,21375,1353.67,16.0
989,West Ridge,21375,5751.0,196.0
990,West Ridge,21375,2658.33,196.0
991,West Ridge,21375,1446.5,196.0
992,West Ridge,21375,5113.0,81.0
993,West Ridge,21375,2640.5,81.0
994,West Ridge,21375,1709.0,44.0
995,West Ridge,21375,1166.0,44.0
996,West Ridge,21375,2211.29,154.0
997,West Ridge,21375,1590.5,102.0
998,West Ridge,21375,173.0,127.0
999,West Ridge,21375,4791.5,127.0
1000,West Ridge,21375,18107.25,330.0
1001,West Ridge,21375,2940.27,330.0
1002,West Ridge,21375,988.38,330.0
1003,West Ridge,21375,2459.2,43.0
1004,West Ridge,21375,1440.3,43.0
1005,West Ridge,21375,4286.0,154.0
1006,West Ridge,21375,1911.83,65.0
1007,West Ridge,21375,3260.0,61.0
1008,West Ridge,21375,1962.29,61.0
1009,West Ridge,21375,4110.67,93.0
1010,West Ridge,21375,3655.67,119.0
1011,West Ridge,21375,4275.43,158.0
1012,West Ridge,21375,2898.0,158.0
1013,West Ridge,21375,32036.0,212.0
1014,West Ridge,21375,3426.5,212.0
1015,West Ridge,21375,1857.88,212.0
1016,West Ridge,21375,2870.89,89.0
1017,West Ridge,21375,2457.33,89.0
1018,West Ridge,21375,1662.08,134.0
1019,West Ridge,21375,1846.0,134.0
1020,West Ridge,21375,1983.0,85.0
1021,West Ridge,21375,2546.5,28.0
1022,West Ridge,21375,1602.4,30.0
1023,West Ridge,21375,13427.0,762.0
1024,West Ridge,21375,4672.14,762.0
1025,West Ridge,21375,929.42,762.0
1026,West Ridge,21375,1503.67,275.0
1027,West Ridge,21375,2289.0,92.0
1028,West Ridge,21375,1727.75,138.0
1029,West Ridge,21375,4791.5,120.0
1030,West Ridge,21375,2448.0,120.0
1031,West Ridge,21375,4614.0,120.0
1032,West Ridge,21375,5227.0,46.0
1033,West Ridge,21375,3736.0,155.0
1034,West Ridge,21375,2326.0,155.0
1035,West Ridge,21375,2817.2,0.0
1036,West Ridge,21375,1265.0,0.0
1037,West Ridge,21375,2975.5,109.0
1038,West Ridge,21375,2465.71,109.0
1039,West Ridge,21375,732.2,102.0
1040,West Ridge,21375,2632.33,102.0
1041,West Ridge,21375,3710.13,48.0
1042,West Ridge,21375,3178.2,195.0
1043,West Ridge,21375,11490.5,85.0
1044,West Ridge,21375,2923.5,85.0
1045,West Ridge,21375,1240.33,85.0
1046,West Ridge,21375,4342.0,51.0
1047,West Ridge,21375,2780.0,51.0
1048,West Ridge,21375,7202.0,67.0
1049,West Ridge,21375,2267.2,147.0
1050,West Ridge,21375,3595.0,147.0
1051,West Ridge,21375,7033.0,71.0
1052,West Ridge,21375,4845.5,71.0
1053,West Ridge,21375,3316.5,57.0
1054,West Ridge,21375,3323.0,70.0
1055,West Ridge,21375,4049.5,159.0
1056,West Ridge,21375,1216.75,18.0
1057,West Ridge,21375,2804.67,38.0
1058,West Ridge,21375,3156.75,104.0
1059,West Ridge,21375,2433.75,133.0
1060,West Ridge,21375,2836.75,133.0
1061,West Ridge,21375,2337.73,96.0
1062,West Ridge,21375,5762.0,39.0
1063,West Ridge,21375,5350.0,112.0
1064,West Ridge,21375,3791.17,112.0
1065,West Ridge,21375,2414.33,328.0
1066,West Ridge,21375,1263.7,328.0
1067,West Ridge,21375,1694.88,237.0
1068,West Ridge,21375,1660.56,92.0
1069,West Ridge,21375,1609.96,228.0
1070,West Ridge,21375,1944.5,203.0
1071,West Ridge,21375,1849.22,203.0
1072,West Ridge,21375,1677.67,203.0
1073,West Ridge,21375,100305.0,397.0
1074,West Ridge,21375,1518.3,103.0
1075,West Ridge,21375,4712.2,164.0
1076,West Ridge,21375,3746.33,102.0
1077,West Ridge,21375,2655.67,117.0
1078,West Ridge,21375,4159.5,79.0
1079,West Ridge,21375,2840.75,79.0
1080,West Ridge,21375,2737.0,54.0
1081,West Ridge,21375,2219.75,103.0
1082,West Ridge,21375,2866.22,103.0
1083,West Ridge,21375,2306.0,103.0
1084,West Ridge,21375,5376.0,70.0
1085,West Ridge,21375,2973.43,70.0
1086,West Ridge,21375,2724.29,114.0
1087,West Ridge,21375,1750.0,123.0
1088,West Ridge,21375,2673.0,123.0
1089,West Ridge,21375,3056.0,47.0
1090,West Ridge,21375,2746.0,47.0
1091,West Ridge,21375,3980.5,78.0
1092,West Ridge,21375,4426.0,78.0
1093,West Ridge,21375,1824.0,32.0
1094,West Ridge,21375,4527.0,28.0
1095,West Ridge,21375,1470.25,17.0
1096,West Ridge,21375,1258.14,34.0
1097,West Ridge,21375,1506.5,27.0
1098,West Ridge,21375,2450.78,114.0
1099,West Ridge,21375,2745.18,164.0
1100,West Ridge,21375,1060.57,164.0
1101,West Ridge,21375,214.0,213.0
1102,West Ridge,21375,1837.0,29.0
1103,West Ridge,21375,1340.42,29.0
1104,West Ridge,21375,3191.0,79.0
1105,West Ridge,21375,1637.33,79.0
1106,West Ridge,21375,1518.5,62.0
1107,West Ridge,21375,1624.2,62.0
1108,West Ridge,21375,2424.0,57.0
1109,West Ridge,21375,3398.0,165.0
1110,West Ridge,21375,2552.2,90.0
1111,West Ridge,21375,1623.82,90.0
1112,West Ridge,21375,1321.57,51.0
1113,West Ridge,21375,1657.22,37.0
1114,West Ridge,21375,1645.82,36.0
1115,West Ridge,21375,1663.33,27.0
1116,West Ridge,21375,1534.27,46.0
1117,West Ridge,21375,1830.91,48.0
1118,West Ridge,21375,1384.87,60.0
1119,West Ridge,21375,1276.0,70.0
1120,West Ridge,21375,1492.77,72.0
1121,West Ridge,21375,1547.5,69.0
1122,West Ridge,21375,1474.58,42.0
1123,West Ridge,21375,1622.5,63.0
1124,West Ridge,21375,1657.31,70.0
1125,West Ridge,21375,1528.0,50.0
1126,West Ridge,21375,1384.88,50.0
1127,West Ridge,21375,1337.23,91.0
1128,West Ridge,21375,1305.35,87.0
1129,West Ridge,21375,2776.33,186.0
1130,West Ridge,21375,3031.56,186.0
1131,West Ridge,21375,6345.0,11.0
1132,West Ridge,21375,7174.0,208.0
1133,West Ridge,21375,3472.83,208.0
1134,West Ridge,21375,1457.67,208.0
1135,West Ridge,21375,3096.5,174.0
1136,West Ridge,21375,1245.56,174.0
1137,West Ridge,21375,4674.0,229.0
1138,West Ridge,21375,3356.5,229.0
1139,West Ridge,21375,2604.0,165.0
1140,West Ridge,21375,1651.6,165.0
1141,West Ridge,21375,6334.67,166.0
1142,West Ridge,21375,2921.43,166.0
1143,West Ridge,21375,1154.75,166.0
1144,West Ridge,21375,2644.29,126.0
1145,West Ridge,21375,1103.4,126.0
1146,West Ridge,21375,1408.12,75.0
1147,West Ridge,21375,928.31,69.0
1148,West Ridge,21375,1996.5,95.0
1149,West Ridge,21375,994.8,95.0
1150,West Ridge,21375,3360.67,147.0
1151,West Ridge,21375,1269.86,147.0
1152,West Ridge,21375,3583.0,155.0
1153,West Ridge,21375,1926.0,155.0
1154,West Ridge,21375,2709.5,166.0
1155,West Ridge,21375,1179.0,166.0
1156,West Ridge,21375,4562.5,139.0
1157,West Ridge,21375,4221.5,139.0
1158,West Ridge,21375,3255.71,157.0
1159,West Ridge,21375,4503.0,132.0
1160,West Ridge,21375,5443.6,132.0
1161,West Ridge,21375,1143.5,132.0
1162,West Ridge,21375,5470.0,44.0
1163,West Ridge,21375,6884.5,44.0
1164,West Ridge,21375,4022.0,8.0
1165,West Ridge,21375,6499.67,36.0
1166,West Ridge,21375,2159.0,36.0
1167,West Ridge,21375,464.0,36.0
1168,West Ridge,21375,5897.5,122.0
1169,West Ridge,21375,892.25,122.0
1170,West Ridge,21375,3456.78,143.0
1171,West Ridge,21375,1002.57,56.0
1172,West Ridge,21375,815.0,56.0
1173,West Ridge,21375,1982.0,29.0
1174,West Ridge,21375,1077.36,57.0
1175,West Ridge,21375,2647.22,218.0
1176,West Ridge,21375,2106.29,218.0
1177,West Ridge,21375,3922.67,146.0
1178,West Ridge,21375,1563.22,146.0
1179,West Ridge,21375,5817.8,124.0
1180,West Ridge,21375,1537.0,124.0
1181,West Ridge,21375,1719.4,143.0
1182,West Ridge,21375,2043.8,67.0
1183,West Ridge,21375,3605.5,206.0
1184,West Ridge,21375,1598.0,206.0
1185,West Ridge,21375,1564.31,48.0
1186,West Ridge,21375,2861.0,127.0
1187,West Ridge,21375,2250.57,109.0
1188,West Ridge,21375,1251.0,109.0
1189,West Ridge,21375,2823.0,59.0
1190,West Ridge,21375,1561.0,59.0
1191,West Ridge,21375,2385.64,207.0
1192,West Ridge,21375,3138.0,11.0
1193,West Ridge,21375,3233.67,54.0
1194,West Ridge,21375,990.67,54.0
1195,West Ridge,21375,2830.93,173.0
1196,West Ridge,21375,2590.2,115.0
1197,West Ridge,21375,1299.0,115.0
1198,West Ridge,21375,2831.13,92.0
1199,West Ridge,21375,1852.5,92.0
1200,West Ridge,21375,2594.67,109.0
1201,West Ridge,21375,1232.8,109.0
1202,West Ridge,21375,2583.42,123.0
1203,West Ridge,21375,1054.0,123.0
1204,West Ridge,21375,2724.4,118.0
1205,West Ridge,21375,1553.29,118.0
1206,West Ridge,21375,2400.0,123.0
1207,West Ridge,21375,2908.57,113.0
1208,West Ridge,21375,1460.0,113.0
1209,West Ridge,21375,2832.0,109.0
1210,West Ridge,21375,2684.8,109.0
1211,West Ridge,21375,2654.29,99.0
1212,West Ridge,21375,1679.29,99.0
1213,West Ridge,21375,3435.29,133.0
1214,West Ridge,21375,1478.75,133.0
1215,West Ridge,21375,2436.33,53.0
1216,West Ridge,21375,1677.57,53.0
1217,West Ridge,21375,2331.15,114.0
1218,West Ridge,21375,1765.5,114.0
1219,West Ridge,21375,2065.0,73.0
1220,West Ridge,21375,1683.25,73.0
1221,West Ridge,21375,2658.0,48.0
1222,West Ridge,21375,1960.85,48.0
1223,West Ridge,21375,2611.0,139.0
1224,West Ridge,21375,1657.33,139.0
1225,West Ridge,21375,2093.75,72.0
1226,West Ridge,21375,1642.14,72.0
1227,West Ridge,21375,3363.88,112.0
1228,West Ridge,21375,1516.5,112.0
1229,West Ridge,21375,1634.6,77.0
1230,West Ridge,21375,2439.33,101.0
1231,West Ridge,21375,2134.57,162.0
1232,West Ridge,21375,2274.0,86.0
1233,West Ridge,21375,3462.0,0.0
1234,West Ridge,21375,2884.0,25.0
1235,West Ridge,21375,1552.2,47.0
1236,West Ridge,21375,1796.13,53.0
1237,West Ridge,21375,2614.67,77.0
1238,West Ridge,21375,2217.0,45.0
1239,West Ridge,21375,1519.5,45.0
1240,West Ridge,21375,1839.18,46.0
1241,West Ridge,21375,2533.43,126.0
1242,West Ridge,21375,1519.4,126.0
1243,West Ridge,21375,4555.08,162.0
1244,West Ridge,21375,3326.0,108.0
1245,West Ridge,21375,1612.22,108.0
1246,West Ridge,21375,4075.0,52.0
1247,West Ridge,21375,1590.11,52.0
1248,West Ridge,21375,2545.5,118.0
1249,West Ridge,21375,2495.5,118.0
1250,West Ridge,21375,3128.0,68.0
1251,West Ridge,21375,1425.4,68.0
1252,West Ridge,21375,2955.0,103.0
1253,West Ridge,21375,1523.75,103.0
1254,West Ridge,21375,4421.0,11.0
1255,West Ridge,21375,5502.0,47.0
1256,West Ridge,21375,1845.0,33.0
1257,West Ridge,21375,2075.0,41.0
1258,West Ridge,21375,1455.75,41.0
1259,West Ridge,21375,1529.84,51.0
1260,West Ridge,21375,2996.0,37.0
1261,West Ridge,21375,1558.2,37.0
1262,West Ridge,21375,1300.75,22.0
1263,West Ridge,21375,1587.85,41.0
1264,West Ridge,21375,3301.1,96.0
1265,West Ridge,21375,2267.0,96.0
1266,West Ridge,21375,3539.38,132.0
1267,West Ridge,21375,1629.67,132.0
1268,West Ridge,21375,2395.62,111.0
1269,West Ridge,21375,1264.5,111.0
1270,West Ridge,21375,2897.31,113.0
1271,West Ridge,21375,1862.25,113.0
1272,West Ridge,21375,2752.6,56.0
1273,West Ridge,21375,1548.8,56.0
1274,West Ridge,21375,4336.2,80.0
1275,West Ridge,21375,1900.92,80.0
1276,West Ridge,21375,2476.0,43.0
1277,West Ridge,21375,1469.0,43.0
1278,West Ridge,21375,3130.57,78.0
1279,West Ridge,21375,1595.0,78.0
1280,West Ridge,21375,1489.67,48.0
1281,West Ridge,21375,1621.55,48.0
1282,West Ridge,21375,2737.22,142.0
1283,West Ridge,21375,1373.3,142.0
1284,West Ridge,21375,2058.92,68.0
1285,West Ridge,21375,2792.0,11.0
1286,West Ridge,21375,2176.0,14.0
1287,West Ridge,21375,2337.25,51.0
1288,West Ridge,21375,1250.2,51.0
1289,West Ridge,21375,1563.0,6.0
1290,West Ridge,21375,1279.33,43.0
1291,West Ridge,21375,1044.11,21.0
1292,West Ridge,21375,1550.0,26.0
1293,West Ridge,21375,2515.29,64.0
1294,West Ridge,21375,1179.55,64.0
1295,West Ridge,21375,2320.67,39.0
1296,West Ridge,21375,1215.43,39.0
1297,West Ridge,21375,1375.5,20.0
1298,West Ridge,21375,1432.15,38.0
1299,West Ridge,21375,1859.18,32.0
1300,West Ridge,21375,1385.2,14.0
1301,West Ridge,21375,1638.08,41.0
