,COMMUNITY AREA NAME,PER CAPITA INCOME,THERM MEAN 2010,TOTAL POPULATION
31065,Calumet Heights,28977,2043.0,60.0
31066,Calumet Heights,28977,1494.5,60.0
31067,Calumet Heights,28977,1642.0,22.0
31068,Calumet Heights,28977,1497.46,22.0
31069,Calumet Heights,28977,2277.4,67.0
31070,Calumet Heights,28977,1467.42,67.0
31071,Calumet Heights,28977,1246.63,17.0
31072,Calumet Heights,28977,1190.38,14.0
31073,Calumet Heights,28977,968.38,14.0
31074,Calumet Heights,28977,1667.29,25.0
31075,Calumet Heights,28977,1550.6,22.0
31076,Calumet Heights,28977,2196.67,38.0
31077,Calumet Heights,28977,1487.33,38.0
31078,Calumet Heights,28977,1279.33,24.0
31079,Calumet Heights,28977,1238.0,24.0
31080,Calumet Heights,28977,1408.73,29.0
31081,Calumet Heights,28977,1282.38,24.0
31082,Calumet Heights,28977,1492.67,44.0
31083,Calumet Heights,28977,1203.5,44.0
31084,Calumet Heights,28977,1252.33,30.0
31085,Calumet Heights,28977,4948.0,49.0
31086,Calumet Heights,28977,1646.25,49.0
31087,Calumet Heights,28977,1313.21,43.0
31088,Calumet Heights,28977,1230.0,32.0
31089,Calumet Heights,28977,1217.21,32.0
31090,Calumet Heights,28977,1181.56,36.0
31091,Calumet Heights,28977,1358.33,30.0
31092,Calumet Heights,28977,1390.36,13.0
31093,Calumet Heights,28977,1759.0,14.0
31094,Calumet Heights,28977,1320.58,14.0
31095,Calumet Heights,28977,1265.44,11.0
31096,Calumet Heights,28977,1833.0,12.0
31097,Calumet Heights,28977,1697.5,12.0
31098,Calumet Heights,28977,2255.5,21.0
31099,Calumet Heights,28977,1399.5,21.0
31100,Calumet Heights,28977,1333.35,53.0
31101,Calumet Heights,28977,1284.53,45.0
31102,Calumet Heights,28977,933.5,7.0
31103,Calumet Heights,28977,1335.79,50.0
31104,Calumet Heights,28977,1537.09,38.0
31105,Calumet Heights,28977,1346.33,22.0
31106,Calumet Heights,28977,1241.67,36.0
31107,Calumet Heights,28977,1281.82,31.0
31108,Calumet Heights,28977,1319.92,42.0
31109,Calumet Heights,28977,1450.57,21.0
31110,Calumet Heights,28977,2979.5,69.0
31111,Calumet Heights,28977,1121.5,69.0
31112,Calumet Heights,28977,1830.57,66.0
31113,Calumet Heights,28977,1245.83,20.0
31114,Calumet Heights,28977,1983.5,14.0
31115,Calumet Heights,28977,1992.5,95.0
31116,Calumet Heights,28977,1596.0,95.0
31117,Calumet Heights,28977,3310.0,31.0
31118,Calumet Heights,28977,1246.63,11.0
31119,Calumet Heights,28977,1330.92,13.0
31120,Calumet Heights,28977,1471.5,25.0
31121,Calumet Heights,28977,1227.29,27.0
31122,Calumet Heights,28977,1664.75,41.0
31123,Calumet Heights,28977,2446.5,0.0
31124,Calumet Heights,28977,1164.67,0.0
31125,Calumet Heights,28977,1412.67,52.0
31126,Calumet Heights,28977,1046.0,37.0
31127,Calumet Heights,28977,1510.0,37.0
31128,Calumet Heights,28977,1498.91,36.0
31129,Calumet Heights,28977,1422.06,55.0
31130,Calumet Heights,28977,1303.83,18.0
31131,Roseland,17974,3123.0,20.0
31132,Roseland,17974,2033.5,53.0
31133,Roseland,17974,1433.17,13.0
31134,Roseland,17974,2478.0,0.0
31135,Roseland,17974,919.0,0.0
31136,Roseland,17974,2832.0,51.0
31137,Roseland,17974,96.33,41.0
31138,Roseland,17974,842.17,0.0
31139,Roseland,17974,5468.0,48.0
31140,Roseland,17974,2186.0,26.0
31141,Roseland,17974,2144.0,0.0
31142,Roseland,17974,2362.0,27.0
31143,Roseland,17974,2436.0,48.0
31144,Roseland,17974,685.0,46.0
31145,Roseland,17974,1018.5,38.0
31146,Roseland,17974,2008.0,91.0
31147,Roseland,17974,1320.83,8.0
31148,Roseland,17974,699.5,30.0
31149,Roseland,17974,4080.33,18465.0
31150,Roseland,17974,1188.12,161.0
31151,Roseland,17974,1025.09,161.0
31152,Roseland,17974,894.86,34.0
31153,Roseland,17974,1082.38,34.0
31154,Roseland,17974,908.75,63.0
31155,Roseland,17974,1163.69,63.0
31156,Roseland,17974,969.57,79.0
31157,Roseland,17974,843.44,79.0
31158,Roseland,17974,868.43,39.0
31159,Roseland,17974,1076.5,39.0
31160,Roseland,17974,1152.25,38.0
31161,Roseland,17974,1161.46,38.0
31162,Roseland,17974,1539.23,30.0
31163,Roseland,17974,1541.82,42.0
31164,Roseland,17974,1259.5,46.0
31165,Roseland,17974,2949.0,32.0
31166,Roseland,17974,1623.0,32.0
31167,Roseland,17974,1092.5,44.0
31168,Roseland,17974,926.11,44.0
31169,Roseland,17974,1701.5,60.0
31170,Roseland,17974,1620.0,60.0
31171,Roseland,17974,1295.54,30.0
31172,Roseland,17974,1385.17,50.0
31173,Roseland,17974,1351.09,50.0
31174,Roseland,17974,2736.5,24.0
31175,Roseland,17974,1452.78,24.0
31176,Roseland,17974,2587.0,16.0
31177,Roseland,17974,1744.67,16.0
31178,Roseland,17974,1293.9,29.0
31179,Roseland,17974,1315.75,38.0
31180,Roseland,17974,1397.07,27.0
31181,Roseland,17974,1516.92,26.0
31182,Roseland,17974,1628.5,29.0
31183,Roseland,17974,1492.5,17.0
31184,Roseland,17974,2687.5,43.0
31185,Roseland,17974,1501.5,43.0
31186,Roseland,17974,1386.26,49.0
31187,Roseland,17974,1477.76,52.0
31188,Roseland,17974,2036.0,46.0
31189,Roseland,17974,1412.71,46.0
31190,Roseland,17974,1385.57,39.0
31191,Roseland,17974,968.25,48.0
31192,Roseland,17974,615.0,48.0
31193,Roseland,17974,924.15,54.0
31194,Roseland,17974,1107.25,54.0
31195,Roseland,17974,1447.0,19.0
31196,Roseland,17974,1307.33,12.0
31197,Roseland,17974,1474.13,53.0
31198,Roseland,17974,1423.59,37.0
31199,Roseland,17974,1566.5,55.0
31200,Roseland,17974,1436.13,14.0
31201,Roseland,17974,1587.87,51.0
31202,Roseland,17974,1968.75,47.0
31203,Roseland,17974,1587.71,41.0
31204,Roseland,17974,1409.5,38.0
31205,Roseland,17974,1498.0,33.0
31206,Roseland,17974,1814.11,26.0
31207,Roseland,17974,1623.92,26.0
31208,Roseland,17974,2366.0,37.0
31209,Roseland,17974,1517.13,37.0
31210,Roseland,17974,1419.31,26.0
31211,Roseland,17974,1391.8,31.0
31212,Roseland,17974,1183.0,42.0
31213,Roseland,17974,1439.5,42.0
31214,Roseland,17974,1362.57,36.0
31215,Roseland,17974,1408.55,25.0
31216,Roseland,17974,2035.5,49.0
31217,Roseland,17974,2023.0,54.0
31218,Roseland,17974,1384.91,49.0
31219,Roseland,17974,1701.56,43.0
31220,Roseland,17974,56.5,18.0
31221,Roseland,17974,1442.85,71.0
31222,Roseland,17974,1505.67,49.0
31223,Roseland,17974,1629.53,49.0
31224,Roseland,17974,3005.33,45.0
31225,Roseland,17974,1551.27,45.0
31226,Roseland,17974,3853.0,59.0
31227,Roseland,17974,2359.5,34.0
31228,Roseland,17974,1683.67,34.0
31229,Roseland,17974,2020.5,51.0
31230,Roseland,17974,2336.0,36.0
31231,Roseland,17974,1382.82,36.0
31232,Roseland,17974,1687.8,31.0
31233,Roseland,17974,1447.16,46.0
31234,Roseland,17974,1379.0,13.0
31235,Roseland,17974,1576.0,30.0
31236,Roseland,17974,1564.25,30.0
31237,Roseland,17974,1143.0,44.0
31238,Roseland,17974,1490.21,43.0
31239,Roseland,17974,2967.0,39.0
31240,Roseland,17974,1346.3,39.0
31241,Roseland,17974,1625.5,26.0
31242,Roseland,17974,1510.63,26.0
31243,Roseland,17974,1545.0,51.0
31244,Roseland,17974,1582.33,54.0
31245,Roseland,17974,2881.5,26.0
31246,Roseland,17974,1608.0,26.0
31247,Roseland,17974,674.67,20.0
31248,Roseland,17974,1409.2,15.0
31249,Roseland,17974,2499.0,17.0
31250,Roseland,17974,2389.5,17.0
31251,Roseland,17974,1058.0,25.0
31252,Roseland,17974,1518.75,25.0
31253,Roseland,17974,1685.5,14.0
31254,Roseland,17974,1398.25,14.0
31255,Roseland,17974,1396.89,48.0
31256,Roseland,17974,1780.5,0.0
31257,Roseland,17974,1629.7,28.0
31258,Roseland,17974,1387.38,32.0
31259,Roseland,17974,3795.5,53.0
31260,Roseland,17974,1017.36,53.0
31261,Roseland,17974,2789.44,91.0
31262,Roseland,17974,1445.89,91.0
31263,Roseland,17974,2406.0,65.0
31264,Roseland,17974,1513.44,65.0
31265,Roseland,17974,1433.78,62.0
31266,Roseland,17974,1311.47,46.0
31267,Roseland,17974,3178.0,50.0
31268,Roseland,17974,1223.82,50.0
31269,Roseland,17974,1264.12,42.0
31270,Roseland,17974,1208.68,38.0
31271,Roseland,17974,1192.61,37.0
31272,Roseland,17974,1445.82,36.0
31273,Roseland,17974,2679.0,45.0
31274,Roseland,17974,1668.11,45.0
31275,Roseland,17974,1504.31,35.0
31276,Roseland,17974,1327.64,41.0
31277,Roseland,17974,2652.86,61.0
31278,Roseland,17974,1243.5,61.0
31279,Roseland,17974,1637.15,35.0
31280,Roseland,17974,1265.09,51.0
31281,Roseland,17974,1209.14,53.0
31282,Roseland,17974,1896.0,59.0
31283,Roseland,17974,1374.43,59.0
31284,Roseland,17974,2571.0,57.0
31285,Roseland,17974,1527.23,57.0
31286,Roseland,17974,1729.07,32.0
31287,Roseland,17974,1655.47,40.0
31288,Roseland,17974,2899.5,61.0
31289,Roseland,17974,1490.08,61.0
31290,Roseland,17974,2967.4,54.0
31291,Roseland,17974,1625.78,54.0
31292,Roseland,17974,2300.0,48.0
31293,Roseland,17974,1477.0,48.0
31294,Roseland,17974,2830.67,49.0
31295,Roseland,17974,1426.0,49.0
31296,Roseland,17974,4360.25,62.0
31297,Roseland,17974,1466.67,62.0
31298,Roseland,17974,2513.0,49.0
31299,Roseland,17974,1426.29,49.0
31300,Roseland,17974,1308.33,44.0
31301,Roseland,17974,1168.56,39.0
31302,Roseland,17974,1356.08,43.0
31303,Roseland,17974,1047.84,47.0
31304,Roseland,17974,2481.75,45.0
31305,Roseland,17974,1304.45,45.0
31306,Roseland,17974,2217.5,16.0
31307,Roseland,17974,1284.6,16.0
31308,Roseland,17974,2437.33,19.0
31309,Roseland,17974,891.0,19.0
31310,Roseland,17974,1408.5,13.0
31311,Roseland,17974,1472.75,23.0
31312,Roseland,17974,1153.67,10.0
31313,Roseland,17974,1410.14,18.0
31314,Roseland,17974,1248.82,31.0
31315,Roseland,17974,1600.0,7.0
31316,Roseland,17974,1404.89,18.0
31317,Roseland,17974,1172.5,2.0
31318,Roseland,17974,996.5,8.0
31319,Roseland,17974,1474.4,0.0
31320,Roseland,17974,1332.0,22.0
31321,Roseland,17974,1484.44,43.0
31322,Roseland,17974,1510.36,44.0
31323,Roseland,17974,1595.6,50.0
31324,Roseland,17974,1270.2,46.0
31325,Roseland,17974,2119.0,51.0
31326,Roseland,17974,1425.25,51.0
31327,Roseland,17974,1190.4,26.0
31328,Roseland,17974,1112.83,25.0
31329,Roseland,17974,2994.0,57.0
31330,Roseland,17974,1529.25,57.0
31331,Roseland,17974,1431.0,25.0
31332,Roseland,17974,1261.88,25.0
31333,Roseland,17974,1467.5,8.0
31334,Roseland,17974,1467.0,34.0
31335,Roseland,17974,1410.82,35.0
31336,Roseland,17974,1353.33,36.0
31337,Roseland,17974,1604.29,45.0
31338,Roseland,17974,1369.55,45.0
31339,Roseland,17974,1317.22,54.0
31340,Roseland,17974,1512.21,68.0
31341,Roseland,17974,1219.71,35.0
31342,Roseland,17974,1314.24,59.0
31343,Roseland,17974,1475.36,44.0
31344,Roseland,17974,1240.5,52.0
31345,Roseland,17974,1194.67,51.0
31346,Roseland,17974,1600.5,12.0
31347,Roseland,17974,1278.0,6.0
31348,Roseland,17974,1429.43,11.0
31349,Roseland,17974,1405.73,21.0
31350,Roseland,17974,1290.11,52.0
31351,Roseland,17974,1725.5,42.0
31352,Roseland,17974,1369.46,37.0
31353,Roseland,17974,1315.63,73.0
31354,Roseland,17974,1478.43,19.0
31355,Roseland,17974,1506.0,13.0
31356,Roseland,17974,1176.15,43.0
31357,Roseland,17974,1666.5,3.0
31358,Roseland,17974,1304.6,10.0
31359,Roseland,17974,1185.0,25.0
31360,Roseland,17974,2152.0,22.0
31361,Roseland,17974,1432.4,22.0
31362,Roseland,17974,1278.44,47.0
31363,Roseland,17974,1388.36,35.0
31364,Roseland,17974,1188.56,24.0
31365,Roseland,17974,2236.5,69.0
31366,Roseland,17974,1527.0,69.0
31367,Roseland,17974,1215.94,72.0
31368,Roseland,17974,1272.47,44.0
31369,Roseland,17974,1483.75,65.0
31370,Roseland,17974,1508.0,38.0
31371,Roseland,17974,1234.0,75.0
31372,Roseland,17974,2113.0,52.0
31373,Roseland,17974,1114.31,52.0
31374,Roseland,17974,1158.93,56.0
31375,Roseland,17974,1398.43,48.0
31376,Roseland,17974,1317.94,81.0
31377,Roseland,17974,1428.93,49.0
31378,Roseland,17974,1166.53,41.0
31379,Roseland,17974,1082.0,44.0
31380,Roseland,17974,1345.05,83.0
31381,Roseland,17974,1472.67,60.0
31382,Roseland,17974,2487.6,63.0
31383,Roseland,17974,1476.83,63.0
31384,Roseland,17974,1401.69,51.0
31385,Roseland,17974,1732.3,49.0
31386,Roseland,17974,1795.0,38.0
31387,Roseland,17974,1535.75,58.0
31388,Roseland,17974,1325.85,44.0
31389,Roseland,17974,1352.5,37.0
31390,Roseland,17974,1512.21,54.0
31391,Roseland,17974,1452.63,49.0
31392,Roseland,17974,2483.0,53.0
31393,Roseland,17974,1293.7,53.0
31394,Roseland,17974,1283.15,41.0
31395,Roseland,17974,1474.17,36.0
31396,Roseland,17974,1352.92,52.0
31397,Roseland,17974,1483.22,51.0
31398,Roseland,17974,1765.1,38.0
31399,Roseland,17974,1265.67,28.0
31400,Roseland,17974,2251.33,53.0
31401,Roseland,17974,1482.0,53.0
31402,Roseland,17974,1494.44,75.0
31403,Roseland,17974,1354.64,63.0
31404,Roseland,17974,1274.38,48.0
31405,Roseland,17974,1702.0,51.0
31406,Roseland,17974,1230.23,51.0
31407,Roseland,17974,1235.69,37.0
31408,Roseland,17974,2055.75,42.0
31409,Roseland,17974,1269.38,42.0
31410,Roseland,17974,1590.33,45.0
31411,Roseland,17974,2523.0,58.0
31412,Roseland,17974,1296.33,58.0
31413,Roseland,17974,1398.29,40.0
31414,Roseland,17974,1410.0,58.0
31415,Roseland,17974,1424.41,58.0
31416,Roseland,17974,1378.46,36.0
31417,Roseland,17974,1178.9,26.0
31418,Roseland,17974,1309.69,0.0
31419,Roseland,17974,1352.87,84.0
31420,Roseland,17974,1326.41,59.0
31421,Roseland,17974,1354.9,25.0
31422,Roseland,17974,1359.77,14.0
31423,Roseland,17974,1344.0,25.0
31424,Roseland,17974,3163.0,35.0
31425,Roseland,17974,1482.0,35.0
31426,Roseland,17974,1503.13,36.0
31427,Roseland,17974,1374.94,63.0
31428,Roseland,17974,1312.95,112.0
31429,Roseland,17974,1402.33,37.0
31430,Roseland,17974,1765.33,43.0
31431,Roseland,17974,1484.0,43.0
31432,Roseland,17974,1341.0,42.0
31433,Roseland,17974,1333.73,25.0
31434,Roseland,17974,1401.61,94.0
31435,Roseland,17974,1291.5,17.0
31436,Roseland,17974,1619.5,20.0
31437,Roseland,17974,1189.0,37.0
31438,Roseland,17974,1480.2,37.0
31439,Roseland,17974,1379.77,28.0
31440,Roseland,17974,1171.06,43.0
31441,Roseland,17974,1113.75,13.0
31442,Roseland,17974,1112.31,47.0
31443,Roseland,17974,5598.0,62.0
31444,Roseland,17974,1163.94,62.0
31445,Roseland,17974,1280.88,30.0
31446,Roseland,17974,2521.0,64.0
31447,Roseland,17974,1569.85,64.0
31448,Roseland,17974,1446.11,21.0
31449,Roseland,17974,1544.17,26.0
31450,Roseland,17974,1117.07,39.0
31451,Roseland,17974,1178.09,31.0
31452,Roseland,17974,1208.22,29.0
31453,Roseland,17974,1184.6,30.0
31454,Roseland,17974,2939.0,36.0
31455,Roseland,17974,1307.64,36.0
31456,Roseland,17974,1630.55,37.0
31457,Roseland,17974,1481.64,25.0
31458,Roseland,17974,2507.83,50.0
31459,Roseland,17974,1746.5,50.0
31460,Roseland,17974,1086.4,18.0
31461,Roseland,17974,1185.6,21.0
31462,Roseland,17974,4635.0,33.0
31463,Roseland,17974,1431.4,33.0
31464,Roseland,17974,2173.0,29.0
31465,Roseland,17974,1183.71,29.0
31466,Roseland,17974,1984.0,28.0
31467,Roseland,17974,1088.08,28.0
31468,Roseland,17974,1252.3,43.0
31469,Roseland,17974,1819.67,11.0
31470,Roseland,17974,4051.0,44.0
31471,Roseland,17974,1293.27,44.0
31472,Roseland,17974,2946.0,47.0
31473,Roseland,17974,1297.83,47.0
31474,Roseland,17974,1282.19,44.0
31475,Roseland,17974,1282.58,41.0
31476,Roseland,17974,1197.94,39.0
31477,Roseland,17974,2408.0,51.0
31478,Roseland,17974,1359.29,51.0
31479,Roseland,17974,1325.25,49.0
31480,Roseland,17974,3170.0,49.0
31481,Roseland,17974,1428.19,49.0
31482,Roseland,17974,6301.67,69.0
31483,Roseland,17974,1252.36,69.0
31484,Roseland,17974,3846.0,41.0
31485,Roseland,17974,1269.4,41.0
31486,Roseland,17974,2307.0,34.0
31487,Roseland,17974,1384.5,34.0
31488,Roseland,17974,1527.15,33.0
31489,Roseland,17974,2180.33,52.0
31490,Roseland,17974,1533.6,52.0
31491,Roseland,17974,3468.67,44.0
31492,Roseland,17974,1514.75,44.0
31493,Roseland,17974,1476.4,59.0
31494,Roseland,17974,2561.0,17.0
31495,Roseland,17974,1316.17,17.0
31496,Roseland,17974,1790.0,79.0
31497,Roseland,17974,1334.33,79.0
31498,Roseland,17974,2346.43,67.0
31499,Roseland,17974,1641.6,67.0
31500,Roseland,17974,1765.0,67.0
31501,Roseland,17974,1677.0,67.0
31502,Roseland,17974,2168.75,59.0
31503,Roseland,17974,2319.0,20.0
31504,Roseland,17974,1492.0,54.0
31505,Roseland,17974,1491.5,54.0
31506,Roseland,17974,3524.5,64.0
31507,Roseland,17974,1236.69,64.0
31508,Roseland,17974,1445.5,51.0
31509,Roseland,17974,1440.72,43.0
31510,Roseland,17974,4447.5,42.0
31511,Roseland,17974,1517.0,15.0
31512,Roseland,17974,2153.4,64.0
31513,Roseland,17974,1512.67,64.0
31514,Roseland,17974,2195.0,71.0
31515,Roseland,17974,1547.82,71.0
31516,Roseland,17974,1645.0,34.0
31517,Roseland,17974,1364.25,34.0
31518,Roseland,17974,1927.5,74.0
31519,Roseland,17974,1280.21,74.0
31520,Roseland,17974,1491.76,53.0
31521,Roseland,17974,1411.19,51.0
31522,Roseland,17974,1561.14,87.0
31523,Roseland,17974,2620.0,54.0
31524,Roseland,17974,1442.24,54.0
31525,Roseland,17974,1311.0,60.0
31526,Roseland,17974,1474.5,66.0
31527,Roseland,17974,1417.77,66.0
31528,Roseland,17974,1622.71,53.0
31529,Roseland,17974,1250.29,57.0
31530,Roseland,17974,1467.65,39.0
31531,Roseland,17974,1224.28,41.0
31532,Roseland,17974,1194.67,49.0
31533,Roseland,17974,1013.29,35.0
31534,Roseland,17974,1275.54,38.0
31535,Roseland,17974,1362.23,44.0
31536,Roseland,17974,1487.8,42.0
31537,Roseland,17974,1407.5,27.0
31538,Roseland,17974,1520.67,43.0
31539,Roseland,17974,1339.0,42.0
31540,Roseland,17974,5276.0,34.0
31541,Roseland,17974,2452.5,57.0
31542,Roseland,17974,1308.91,57.0
31543,Roseland,17974,4040.0,10.0
31544,Roseland,17974,1270.06,91.0
31545,Roseland,17974,2148.33,21.0
31546,Roseland,17974,1536.82,87.0
31547,Roseland,17974,1257.0,69.0
31548,Roseland,17974,1476.0,69.0
31549,Roseland,17974,1478.5,53.0
31550,Roseland,17974,1408.43,53.0
31551,Roseland,17974,3716.0,28.0
31552,Roseland,17974,1589.14,28.0
31553,Roseland,17974,1606.8,33.0
31554,Roseland,17974,1638.33,47.0
31555,Roseland,17974,1559.0,25.0
31556,Roseland,17974,1326.0,44.0
31557,Roseland,17974,2325.0,46.0
31558,Roseland,17974,1773.44,46.0
31559,Roseland,17974,1353.0,34.0
31560,Roseland,17974,2201.0,20.0
31561,Roseland,17974,1386.5,34.0
31562,Roseland,17974,1034.0,17.0
31563,Roseland,17974,1342.81,42.0
31564,Roseland,17974,1342.62,37.0
31565,Roseland,17974,1337.77,38.0
31566,Roseland,17974,1140.77,39.0
31567,Roseland,17974,4474.0,66.0
31568,Roseland,17974,1325.43,66.0
31569,Roseland,17974,1392.4,43.0
31570,Roseland,17974,1399.4,41.0
31571,Roseland,17974,3206.5,87.0
31572,Roseland,17974,1338.22,87.0
31573,Roseland,17974,1146.33,34.0
31574,Roseland,17974,1117.58,39.0
31575,Roseland,17974,2344.0,57.0
31576,Roseland,17974,1527.75,57.0
31577,Roseland,17974,988.25,15.0
31578,Roseland,17974,1037.44,26.0
31579,Roseland,17974,2077.17,75.0
31580,Roseland,17974,1151.16,75.0
31581,Roseland,17974,989.28,28.0
31582,Roseland,17974,135.5,340.0
31583,Roseland,17974,3232.96,340.0
31584,Roseland,17974,6455.29,90.0
31585,Roseland,17974,2534.67,90.0
31586,Roseland,17974,196.0,114.0
31587,Roseland,17974,357.0,92.0
31588,Roseland,17974,13620.0,87.0
31589,Roseland,17974,3140.25,87.0
31590,Roseland,17974,2606.5,54.0
31591,Roseland,17974,1551.29,54.0
31592,Roseland,17974,1747.0,15.0
31593,Roseland,17974,1941.75,15.0
31594,Roseland,17974,1645.0,25.0
31595,Roseland,17974,1471.2,25.0
31596,Roseland,17974,1058.0,35.0
31597,Roseland,17974,1140.5,35.0
31598,Roseland,17974,2580.0,44.0
31599,Roseland,17974,1278.0,44.0
31600,Roseland,17974,3149.25,63.0
31601,Roseland,17974,1556.0,63.0
31602,Roseland,17974,3080.0,54.0
31603,Roseland,17974,1836.0,54.0
31604,Roseland,17974,2239.0,69.0
31605,Roseland,17974,1558.5,69.0
31606,Roseland,17974,1385.0,28.0
31607,Roseland,17974,1298.5,28.0
31608,Roseland,17974,2958.5,12.0
31609,Roseland,17974,2210.5,76.0
31610,Roseland,17974,1882.14,76.0
31611,Roseland,17974,2248.6,53.0
31612,Roseland,17974,2205.0,53.0
31613,Roseland,17974,1960.8,54.0
31614,Roseland,17974,2207.29,61.0
31615,Roseland,17974,1003.5,61.0
31616,Roseland,17974,1424.0,24.0
31617,Roseland,17974,2568.0,50.0
31618,Roseland,17974,2063.0,31.0
31619,Roseland,17974,1798.33,31.0
31620,Roseland,17974,2113.0,24.0
31621,Roseland,17974,1972.8,71.0
31622,Roseland,17974,1519.56,71.0
31623,Roseland,17974,2032.0,34.0
31624,Roseland,17974,1533.2,34.0
31625,Roseland,17974,1516.8,62.0
31626,Roseland,17974,3541.67,16.0
31627,Roseland,17974,1761.6,58.0
31628,Roseland,17974,1725.4,58.0
31629,Roseland,17974,1287.67,62.0
31630,Roseland,17974,1910.0,62.0
31631,Roseland,17974,3432.88,79.0
31632,Roseland,17974,1636.0,79.0
31633,Roseland,17974,5223.8,62.0
31634,Roseland,17974,3369.0,62.0
31635,Roseland,17974,3164.75,47.0
31636,Roseland,17974,1073.6,47.0
31637,Roseland,17974,2438.5,49.0
31638,Roseland,17974,1386.42,49.0
31639,Roseland,17974,2240.0,56.0
31640,Roseland,17974,1940.8,56.0
31641,Roseland,17974,1928.71,43.0
31642,Roseland,17974,1263.86,43.0
31643,Roseland,17974,2328.64,60.0
31644,Roseland,17974,2213.75,56.0
31645,Roseland,17974,1437.7,56.0
31646,Roseland,17974,1705.6,34.0
31647,Roseland,17974,1331.5,88.0
31648,Roseland,17974,1621.89,88.0
31649,Roseland,17974,2383.0,52.0
31650,Roseland,17974,1913.29,52.0
31651,Roseland,17974,1438.38,38.0
31652,Roseland,17974,3330.2,69.0
31653,Roseland,17974,1219.25,69.0
31654,Roseland,17974,1920.67,63.0
31655,Roseland,17974,1438.33,63.0
31656,Roseland,17974,684.67,39.0
31657,Roseland,17974,1511.2,39.0
31658,Roseland,17974,3348.38,47.0
31659,Roseland,17974,82.0,43.0
31660,Roseland,17974,2355.67,0.0
31661,Roseland,17974,711.0,0.0
31662,Roseland,17974,1038.0,17.0
31663,Roseland,17974,1085.5,19.0
31664,Roseland,17974,1161.33,20.0
31665,Roseland,17974,1316.33,23.0
31666,Roseland,17974,1241.4,42.0
31667,Roseland,17974,1447.29,52.0
31668,Roseland,17974,1486.22,46.0
31669,Roseland,17974,1369.89,43.0
31670,Roseland,17974,1501.5,55.0
31671,Roseland,17974,2570.67,36.0
31672,Roseland,17974,1321.27,36.0
31673,Roseland,17974,1415.0,38.0
31674,Roseland,17974,1404.18,33.0
31675,Roseland,17974,1355.0,31.0
31676,Roseland,17974,1305.27,40.0
31677,Roseland,17974,1292.25,55.0
31678,Roseland,17974,1181.92,19.0
31679,Roseland,17974,1365.0,16.0
31680,Roseland,17974,1969.0,0.0
31681,Roseland,17974,8537.0,34.0
31682,Roseland,17974,1978.0,15.0
31683,Roseland,17974,1207.5,38.0
31684,Roseland,17974,2901.0,12.0
31685,Roseland,17974,1274.0,12.0
31686,Roseland,17974,1647.5,31.0
31687,Roseland,17974,1718.0,44.0
31688,Roseland,17974,1684.5,19.0
31689,Roseland,17974,1356.5,36.0
31690,Roseland,17974,1420.64,46.0
31691,Roseland,17974,1199.0,29.0
31692,Roseland,17974,1506.15,64.0
31693,Roseland,17974,2558.0,60.0
31694,Roseland,17974,1368.1,60.0
31695,Roseland,17974,1359.29,31.0
31696,Roseland,17974,4012.5,50.0
31697,Roseland,17974,1517.0,50.0
31698,Roseland,17974,2155.0,41.0
31699,Roseland,17974,1529.4,41.0
31700,Roseland,17974,2074.0,24.0
31701,Roseland,17974,1351.0,0.0
31702,Roseland,17974,1331.5,22.0
31703,Roseland,17974,1308.5,32.0
31704,Roseland,17974,857.0,0.0
31705,Roseland,17974,3149.0,11.0
31706,Roseland,17974,1314.6,11.0
31707,Roseland,17974,827.5,7.0
31708,Roseland,17974,2159.0,177.0
31709,Roseland,17974,1537.41,177.0
31710,Roseland,17974,1502.83,47.0
31711,Roseland,17974,1682.0,17.0
31712,Roseland,17974,1268.25,17.0
31713,Roseland,17974,1878.33,24.0
31714,Roseland,17974,1445.0,10.0
31715,Roseland,17974,1223.0,10.0
31716,Roseland,17974,2204.64,224.0
31717,Roseland,17974,1707.96,224.0
31718,Roseland,17974,2027.25,112.0
31719,Roseland,17974,1962.0,112.0
31720,Roseland,17974,1396.29,37.0
31721,Roseland,17974,834.76,139.0
31722,Roseland,17974,1258.0,139.0
31723,Roseland,17974,1180.5,139.0
31724,Roseland,17974,1643.33,24.0
31725,Roseland,17974,1305.5,54.0
31726,Roseland,17974,1740.0,24.0
31727,Roseland,17974,1287.0,19.0
31728,Roseland,17974,1297.0,19.0
31729,Roseland,17974,312.5,12.0
31730,Roseland,17974,3034.14,145.0
31731,Roseland,17974,1651.65,145.0
31732,Roseland,17974,1175.25,87.0
31733,Roseland,17974,1204.39,87.0
31734,Roseland,17974,2019.57,100.0
31735,Roseland,17974,992.29,100.0
31736,Roseland,17974,2778.0,25.0
31737,Roseland,17974,1271.5,35.0
31738,Roseland,17974,2116.0,43.0
31739,Roseland,17974,3089.0,20.0
31740,Roseland,17974,2154.67,55.0
31741,Roseland,17974,1416.2,55.0
31742,Roseland,17974,3279.0,44.0
31743,Roseland,17974,1323.11,44.0
31744,Roseland,17974,3476.5,54.0
31745,Roseland,17974,1424.88,34.0
31746,Roseland,17974,1334.42,42.0
31747,Roseland,17974,1303.73,56.0
31748,Roseland,17974,1420.26,66.0
31749,Roseland,17974,1547.53,73.0
31750,Roseland,17974,3055.0,55.0
31751,Roseland,17974,1148.92,55.0
31752,Roseland,17974,1411.5,41.0
31753,Roseland,17974,1435.88,42.0
