,COMMUNITY AREA NAME,PER CAPITA INCOME,KWH MEAN 2010,TOTAL POPULATION
4361,Lake View,58227,22158.0,54.0
4362,Lake View,58227,10239.5,51.0
4363,Lake View,58227,31476.0,51.0
4364,Lake View,58227,2339.5,70.0
4365,Lake View,58227,16616.7,70.0
4366,Lake View,58227,15921.25,45.0
4367,Lake View,58227,14518.0,49.0
4368,Lake View,58227,16083.0,45.0
4369,Lake View,58227,9334.0,70.0
4370,Lake View,58227,18711.6,70.0
4371,Lake View,58227,19120.5,73.0
4372,Lake View,58227,15054.0,73.0
4373,Lake View,58227,31600.63,100.0
4374,Lake View,58227,14154.21,146.0
4375,Lake View,58227,43996.0,101.0
4376,Lake View,58227,24996.5,146.0
4377,Lake View,58227,14746.6,148.0
4378,Lake View,58227,34794.0,148.0
4379,Lake View,58227,16813.42,129.0
4380,Lake View,58227,22177.5,129.0
4381,Lake View,58227,15299.27,129.0
4382,Lake View,58227,14649.09,133.0
4383,Lake View,58227,16062.5,129.0
4384,Lake View,58227,25632.67,129.0
4385,Lake View,58227,17579.0,104.0
4386,Lake View,58227,11301.0,21.0
4387,Lake View,58227,19890.0,18.0
4388,Lake View,58227,119666.0,101.0
4389,Lake View,58227,7371.63,101.0
4390,Lake View,58227,54169.0,89.0
4391,Lake View,58227,14966.5,89.0
4392,Lake View,58227,15326.0,81.0
4393,Lake View,58227,28106.67,96.0
4394,Lake View,58227,10226.5,81.0
4395,Lake View,58227,11172.78,103.0
4396,Lake View,58227,16535.0,103.0
4397,Lake View,58227,18363.29,83.0
4398,Lake View,58227,44511.0,83.0
4399,Lake View,58227,17896.0,27.0
4400,Lake View,58227,12848.8,27.0
4401,Lake View,58227,8416.0,53.0
4402,Lake View,58227,12571.25,96.0
4403,Lake View,58227,14466.83,136.0
4404,Lake View,58227,14325.64,136.0
4405,Lake View,58227,15970.1,129.0
4406,Lake View,58227,14878.0,129.0
4407,Lake View,58227,18637.08,139.0
4408,Lake View,58227,12265.57,139.0
4409,Lake View,58227,19651.93,126.0
4410,Lake View,58227,22584.75,126.0
4411,Lake View,58227,10471.33,76.0
4412,Lake View,58227,11185.0,76.0
4413,Lake View,58227,10379.5,76.0
4414,Lake View,58227,9847.2,75.0
4415,Lake View,58227,21135.33,75.0
4416,Lake View,58227,31568.0,82.0
4417,Lake View,58227,12819.43,38.0
4418,Lake View,58227,9121.0,38.0
4419,Lake View,58227,16707.5,62.0
4420,Lake View,58227,12930.5,120.0
4421,Lake View,58227,10359.71,120.0
4422,Lake View,58227,12171.75,90.0
4423,Lake View,58227,15870.17,90.0
4424,Lake View,58227,14038.71,58.0
4425,Lake View,58227,16716.78,32.0
4426,Lake View,58227,19422.67,32.0
4427,Lake View,58227,14396.5,41.0
4428,Lake View,58227,18424.33,41.0
4429,Lake View,58227,18498.86,58.0
4430,Lake View,58227,14334.33,58.0
4431,Lake View,58227,14945.14,65.0
4432,Lake View,58227,15025.0,65.0
4433,Lake View,58227,14588.57,26.0
4434,Lake View,58227,10688.67,63.0
4435,Lake View,58227,13405.0,63.0
4436,Lake View,58227,16598.25,43.0
4437,Lake View,58227,4821.67,43.0
4438,Lake View,58227,10601.4,43.0
4439,Lake View,58227,16143.1,53.0
4440,Lake View,58227,66494.0,53.0
4441,Lake View,58227,13360.0,55.0
4442,Lake View,58227,16538.0,9.0
4443,Lake View,58227,18323.0,9.0
4444,Lake View,58227,12079.67,84.0
4445,Lake View,58227,22303.71,34.0
4446,Lake View,58227,3575.0,34.0
4447,Lake View,58227,18154.6,40.0
4448,Lake View,58227,11190.33,40.0
4449,Lake View,58227,19670.0,74.0
4450,Lake View,58227,47748.0,74.0
4451,Lake View,58227,8436.2,54.0
4452,Lake View,58227,9457.0,54.0
4453,Lake View,58227,17178.13,53.0
4454,Lake View,58227,9369.33,53.0
4455,Lake View,58227,12470.6,68.0
4456,Lake View,58227,20793.33,68.0
4457,Lake View,58227,10578.0,17.0
4458,Lake View,58227,21943.0,56.0
4459,Lake View,58227,16536.6,56.0
4460,Lake View,58227,36274.0,56.0
4461,Lake View,58227,19751.38,65.0
4462,Lake View,58227,44704.0,65.0
4463,Lake View,58227,11910.46,78.0
4464,Lake View,58227,10376.33,78.0
4465,Lake View,58227,16125.44,93.0
4466,Lake View,58227,11627.0,93.0
4467,Lake View,58227,12620.35,83.0
4468,Lake View,58227,3396.0,83.0
4469,Lake View,58227,10694.4,141.0
4470,Lake View,58227,12391.1,83.0
4471,Lake View,58227,14717.33,83.0
4472,Lake View,58227,10827.43,52.0
4473,Lake View,58227,18432.0,52.0
4474,Lake View,58227,12066.69,57.0
4475,Lake View,58227,12965.67,44.0
4476,Lake View,58227,5505.5,44.0
4477,Lake View,58227,14212.08,98.0
4478,Lake View,58227,8185.0,98.0
4479,Lake View,58227,9196.38,61.0
4480,Lake View,58227,15052.75,61.0
4481,Lake View,58227,7154.0,46.0
4482,Lake View,58227,10013.5,46.0
4483,Lake View,58227,11586.33,46.0
4484,Lake View,58227,13005.11,97.0
4485,Lake View,58227,19650.33,97.0
4486,Lake View,58227,11877.0,79.0
4487,Lake View,58227,14095.0,79.0
4488,Lake View,58227,43676.0,9.0
4489,Lake View,58227,3007.0,9.0
4490,Lake View,58227,11473.2,90.0
4491,Lake View,58227,21187.0,90.0
4492,Lake View,58227,11209.7,85.0
4493,Lake View,58227,18093.4,85.0
4494,Lake View,58227,18671.8,183.0
4495,Lake View,58227,18634.0,183.0
4496,Lake View,58227,11009.33,69.0
4497,Lake View,58227,5388.4,69.0
4498,Lake View,58227,4439.5,87.0
4499,Lake View,58227,21785.0,111.0
4500,Lake View,58227,14153.7,111.0
4501,Lake View,58227,11542.14,111.0
4502,Lake View,58227,15320.33,74.0
4503,Lake View,58227,15859.14,74.0
4504,Lake View,58227,11246.23,101.0
4505,Lake View,58227,18664.2,101.0
4506,Lake View,58227,31035.0,134.0
4507,Lake View,58227,15810.13,70.0
4508,Lake View,58227,13886.0,70.0
4509,Lake View,58227,14301.76,119.0
4510,Lake View,58227,14532.0,119.0
4511,Lake View,58227,15301.33,51.0
4512,Lake View,58227,18453.67,37.0
4513,Lake View,58227,26364.67,51.0
4514,Lake View,58227,9172.0,14.0
4515,Lake View,58227,69907.5,50.0
4516,Lake View,58227,24610.67,103.0
4517,Lake View,58227,13117.5,42.0
4518,Lake View,58227,15728.78,71.0
4519,Lake View,58227,14312.67,71.0
4520,Lake View,58227,10194.0,263.0
4521,Lake View,58227,15060.0,263.0
4522,Lake View,58227,15057.4,31.0
4523,Lake View,58227,17279.58,94.0
4524,Lake View,58227,9308.82,84.0
4525,Lake View,58227,20862.0,129.0
4526,Lake View,58227,8616.14,84.0
4527,Lake View,58227,8257.29,89.0
4528,Lake View,58227,11988.67,89.0
4529,Lake View,58227,7018.0,69.0
4530,Lake View,58227,11969.45,69.0
4531,Lake View,58227,11415.89,108.0
4532,Lake View,58227,6357.88,108.0
4533,Lake View,58227,12988.8,82.0
4534,Lake View,58227,10921.0,82.0
4535,Lake View,58227,9626.5,87.0
4536,Lake View,58227,61226.0,87.0
4537,Lake View,58227,15163.6,95.0
4538,Lake View,58227,12394.94,95.0
4539,Lake View,58227,11296.44,81.0
4540,Lake View,58227,13186.9,81.0
4541,Lake View,58227,11438.9,90.0
4542,Lake View,58227,19844.43,90.0
4543,Lake View,58227,11278.4,78.0
4544,Lake View,58227,19695.62,78.0
4545,Lake View,58227,18810.46,115.0
4546,Lake View,58227,18690.63,100.0
4547,Lake View,58227,13493.0,34.0
4548,Lake View,58227,9025.13,43.0
4549,Lake View,58227,19530.5,25.0
4550,Lake View,58227,38735.67,25.0
4551,Lake View,58227,19836.17,198.0
4552,Lake View,58227,17543.58,48.0
4553,Lake View,58227,17141.71,66.0
4554,Lake View,58227,13342.5,12.0
4555,Lake View,58227,11136.91,66.0
4556,Lake View,58227,25439.0,25.0
4557,Lake View,58227,22147.33,66.0
4558,Lake View,58227,16591.0,66.0
4559,Lake View,58227,11349.71,90.0
4560,Lake View,58227,10873.0,90.0
4561,Lake View,58227,38713.0,66.0
4562,Lake View,58227,9266.9,79.0
4563,Lake View,58227,12558.5,79.0
4564,Lake View,58227,13849.0,93.0
4565,Lake View,58227,18265.0,93.0
4566,Lake View,58227,9908.0,49.0
4567,Lake View,58227,14225.0,49.0
4568,Lake View,58227,6490.14,94.0
4569,Lake View,58227,16211.5,94.0
4570,Lake View,58227,17477.75,94.0
4571,Lake View,58227,15510.8,8.0
4572,Lake View,58227,13837.0,8.0
4573,Lake View,58227,13687.22,59.0
4574,Lake View,58227,4660.5,59.0
4575,Lake View,58227,26190.0,68.0
4576,Lake View,58227,19837.14,50.0
4577,Lake View,58227,54432.0,90.0
4578,Lake View,58227,45515.5,90.0
4579,Lake View,58227,11791.17,38.0
4580,Lake View,58227,23648.5,38.0
4581,Lake View,58227,12528.91,80.0
4582,Lake View,58227,18767.6,80.0
4583,Lake View,58227,13041.2,88.0
4584,Lake View,58227,7395.0,88.0
4585,Lake View,58227,43668.17,60.0
4586,Lake View,58227,31882.33,60.0
4587,Lake View,58227,9733.86,60.0
4588,Lake View,58227,16761.67,60.0
4589,Lake View,58227,14687.23,58.0
4590,Lake View,58227,12219.43,59.0
4591,Lake View,58227,26347.0,58.0
4592,Lake View,58227,11625.5,58.0
4593,Lake View,58227,17553.86,50.0
4594,Lake View,58227,10161.5,79.0
4595,Lake View,58227,17532.5,79.0
4596,Lake View,58227,17391.55,97.0
4597,Lake View,58227,12031.5,97.0
4598,Lake View,58227,18543.18,80.0
4599,Lake View,58227,7241.63,80.0
4600,Lake View,58227,10272.75,63.0
4601,Lake View,58227,13964.43,63.0
4602,Lake View,58227,44123.0,99.0
4603,Lake View,58227,8814.14,64.0
4604,Lake View,58227,6844.0,64.0
4605,Lake View,58227,21716.0,59.0
4606,Lake View,58227,15138.15,99.0
4607,Lake View,58227,27443.2,99.0
4608,Lake View,58227,13275.86,41.0
4609,Lake View,58227,17639.4,63.0
4610,Lake View,58227,14505.33,41.0
4611,Lake View,58227,14304.53,73.0
4612,Lake View,58227,7418.5,73.0
4613,Lake View,58227,11245.25,80.0
4614,Lake View,58227,11366.5,80.0
4615,Lake View,58227,13654.5,64.0
4616,Lake View,58227,15005.0,64.0
4617,Lake View,58227,14133.0,72.0
4618,Lake View,58227,12829.29,72.0
4619,Lake View,58227,28808.0,63.0
4620,Lake View,58227,78601.0,109.0
4621,Lake View,58227,10749.4,109.0
4622,Lake View,58227,13624.5,109.0
4623,Lake View,58227,11648.71,70.0
4624,Lake View,58227,12843.0,97.0
4625,Lake View,58227,11915.58,69.0
4626,Lake View,58227,11776.92,93.0
4627,Lake View,58227,8004.33,93.0
4628,Lake View,58227,12572.5,52.0
4629,Lake View,58227,8011.67,52.0
4630,Lake View,58227,16694.5,36.0
4631,Lake View,58227,16634.71,60.0
4632,Lake View,58227,16349.11,60.0
4633,Lake View,58227,18054.45,74.0
4634,Lake View,58227,11350.86,74.0
4635,Lake View,58227,12638.73,98.0
4636,Lake View,58227,9258.89,98.0
4637,Lake View,58227,17177.75,86.0
4638,Lake View,58227,9564.0,86.0
4639,Lake View,58227,25172.0,70.0
4640,Lake View,58227,13546.0,70.0
4641,Lake View,58227,10645.0,70.0
4642,Lake View,58227,12230.17,85.0
4643,Lake View,58227,16687.75,75.0
4644,Lake View,58227,12961.6,66.0
4645,Lake View,58227,14943.5,66.0
4646,Lake View,58227,78307.0,65.0
4647,Lake View,58227,17170.0,65.0
4648,Lake View,58227,7539.5,65.0
4649,Lake View,58227,8334.0,22.0
4650,Lake View,58227,24856.67,131.0
4651,Lake View,58227,14214.75,129.0
4652,Lake View,58227,26229.0,26.0
4653,Lake View,58227,12583.93,147.0
4654,Lake View,58227,14145.8,147.0
4655,Lake View,58227,7727.75,60.0
4656,Lake View,58227,14982.33,60.0
4657,Lake View,58227,17350.0,60.0
4658,Lake View,58227,19754.4,77.0
4659,Lake View,58227,12581.91,74.0
4660,Lake View,58227,19412.67,114.0
4661,Lake View,58227,13875.88,86.0
4662,Lake View,58227,22476.0,86.0
4663,Lake View,58227,18544.0,61.0
4664,Lake View,58227,11622.5,61.0
4665,Lake View,58227,11910.5,54.0
4666,Lake View,58227,13925.0,103.0
4667,Lake View,58227,20840.31,103.0
4668,Lake View,58227,13308.86,147.0
4669,Lake View,58227,7670.5,73.0
4670,Lake View,58227,6025.0,65.0
4671,Lake View,58227,11904.3,65.0
4672,Lake View,58227,5765.0,65.0
4673,Lake View,58227,6447.0,99.0
4674,Lake View,58227,12778.86,64.0
4675,Lake View,58227,11856.25,64.0
4676,Lake View,58227,11286.17,81.0
4677,Lake View,58227,11926.6,81.0
4678,Lake View,58227,13861.82,92.0
4679,Lake View,58227,9260.71,92.0
4680,Lake View,58227,14200.71,77.0
4681,Lake View,58227,31556.0,77.0
4682,Lake View,58227,12894.5,60.0
4683,Lake View,58227,14548.29,60.0
4684,Lake View,58227,8372.75,60.0
4685,Lake View,58227,9953.0,89.0
4686,Lake View,58227,49241.0,89.0
4687,Lake View,58227,15265.6,144.0
4688,Lake View,58227,18793.75,144.0
4689,Lake View,58227,55646.0,44.0
4690,Lake View,58227,24056.25,69.0
4691,Lake View,58227,19193.0,69.0
4692,Lake View,58227,18748.5,27.0
4693,Lake View,58227,68803.33,235.0
4694,Lake View,58227,46839.0,54.0
4695,Lake View,58227,9580.3,94.0
4696,Lake View,58227,17700.5,94.0
4697,Lake View,58227,14163.18,111.0
4698,Lake View,58227,13421.5,111.0
4699,Lake View,58227,12280.1,88.0
4700,Lake View,58227,20413.0,88.0
4701,Lake View,58227,10646.0,102.0
4702,Lake View,58227,16369.25,102.0
4703,Lake View,58227,17763.67,106.0
4704,Lake View,58227,11886.5,106.0
4705,Lake View,58227,13205.38,109.0
4706,Lake View,58227,20230.33,109.0
4707,Lake View,58227,9218.83,143.0
4708,Lake View,58227,26698.36,143.0
4709,Lake View,58227,9889.11,34.0
4710,Lake View,58227,12259.4,88.0
4711,Lake View,58227,27511.0,46.0
4712,Lake View,58227,36799.0,46.0
4713,Lake View,58227,14378.55,54.0
4714,Lake View,58227,10154.67,124.0
4715,Lake View,58227,14782.85,85.0
4716,Lake View,58227,12530.29,66.0
4717,Lake View,58227,8723.5,66.0
4718,Lake View,58227,16103.85,88.0
4719,Lake View,58227,12134.0,88.0
4720,Lake View,58227,14672.75,72.0
4721,Lake View,58227,14486.86,29.0
4722,Lake View,58227,13247.0,29.0
4723,Lake View,58227,10765.3,115.0
4724,Lake View,58227,12755.5,19.0
4725,Lake View,58227,16018.27,77.0
4726,Lake View,58227,18727.14,77.0
4727,Lake View,58227,11395.89,88.0
4728,Lake View,58227,22954.6,88.0
4729,Lake View,58227,19626.67,127.0
4730,Lake View,58227,57374.0,127.0
4731,Lake View,58227,49970.0,116.0
4732,Lake View,58227,20373.0,116.0
4733,Lake View,58227,34109.5,116.0
4734,Lake View,58227,25430.0,45.0
4735,Lake View,58227,26806.0,50.0
4736,Lake View,58227,27538.67,50.0
4737,Lake View,58227,10831.0,25.0
4738,Lake View,58227,10316.85,136.0
4739,Lake View,58227,16181.0,136.0
4740,Lake View,58227,7073.8,66.0
4741,Lake View,58227,20323.67,82.0
4742,Lake View,58227,13569.0,82.0
4743,Lake View,58227,14968.25,81.0
4744,Lake View,58227,5998.5,81.0
4745,Lake View,58227,12669.33,60.0
4746,Lake View,58227,19629.0,60.0
4747,Lake View,58227,16402.0,77.0
4748,Lake View,58227,14540.69,75.0
4749,Lake View,58227,16615.67,75.0
4750,Lake View,58227,13695.86,85.0
4751,Lake View,58227,22635.0,85.0
4752,Lake View,58227,16761.43,108.0
4753,Lake View,58227,15897.38,108.0
4754,Lake View,58227,14953.33,62.0
4755,Lake View,58227,19946.67,62.0
4756,Lake View,58227,13660.33,37.0
4757,Lake View,58227,11805.0,82.0
4758,Lake View,58227,10126.33,33.0
4759,Lake View,58227,11981.06,146.0
4760,Lake View,58227,16161.38,146.0
4761,Lake View,58227,9798.57,64.0
4762,Lake View,58227,13732.7,69.0
4763,Lake View,58227,15763.8,106.0
4764,Lake View,58227,16824.5,106.0
4765,Lake View,58227,16964.67,82.0
4766,Lake View,58227,7198.67,82.0
4767,Lake View,58227,12522.4,33.0
4768,Lake View,58227,13091.78,82.0
4769,Lake View,58227,17354.0,82.0
4770,Lake View,58227,9443.8,151.0
4771,Lake View,58227,17570.0,14.0
4772,Lake View,58227,16588.57,90.0
4773,Lake View,58227,17662.5,90.0
4774,Lake View,58227,12343.5,61.0
4775,Lake View,58227,13463.8,197.0
4776,Lake View,58227,32416.5,197.0
4777,Lake View,58227,15123.25,0.0
4778,Lake View,58227,21857.17,181.0
4779,Lake View,58227,33020.86,181.0
4780,Lake View,58227,9235.83,44.0
4781,Lake View,58227,66484.0,9.0
4782,Lake View,58227,14049.0,112.0
4783,Lake View,58227,15797.0,112.0
4784,Lake View,58227,14796.88,80.0
4785,Lake View,58227,24117.25,164.0
4786,Lake View,58227,28611.33,164.0
4787,Lake View,58227,87301.0,30.0
4788,Lake View,58227,7653.0,83.0
4789,Lake View,58227,28440.0,83.0
4790,Lake View,58227,8373.0,83.0
4791,Lake View,58227,13939.55,83.0
4792,Lake View,58227,18763.67,83.0
4793,Lake View,58227,48603.5,68.0
4794,Lake View,58227,33136.0,68.0
4795,Lake View,58227,55622.5,121.0
4796,Lake View,58227,24440.0,121.0
4797,Lake View,58227,18624.2,121.0
4798,Lake View,58227,11236.67,61.0
4799,Lake View,58227,14783.33,49.0
4800,Lake View,58227,4105.33,49.0
4801,Lake View,58227,20748.0,104.0
4802,Lake View,58227,17093.33,104.0
4803,Lake View,58227,28499.0,61.0
4804,Lake View,58227,70795.0,32.0
4805,Lake View,58227,16937.0,32.0
4806,Lake View,58227,19258.5,103.0
4807,Lake View,58227,31015.5,103.0
4808,Lake View,58227,15633.0,22.0
4809,Lake View,58227,28168.5,22.0
4810,Lake View,58227,10337.0,128.0
4811,Lake View,58227,10910.88,128.0
4812,Lake View,58227,19352.75,104.0
4813,Lake View,58227,4641.67,84.0
4814,Lake View,58227,21595.42,84.0
4815,Lake View,58227,26820.6,478.0
4816,Lake View,58227,17673.0,478.0
4817,Lake View,58227,45385.0,478.0
4818,Lake View,58227,25830.0,610.0
4819,Lake View,58227,21372.92,610.0
4820,Lake View,58227,9832.67,38.0
4821,Lake View,58227,12275.5,26.0
4822,Lake View,58227,8644.0,36.0
4823,Lake View,58227,19596.75,36.0
4824,Lake View,58227,21994.86,90.0
4825,Lake View,58227,36220.67,212.0
4826,Lake View,58227,14242.33,212.0
4827,Lake View,58227,36451.0,342.0
4828,Lake View,58227,9873.25,229.0
4829,Lake View,58227,18574.2,229.0
4830,Lake View,58227,16227.5,229.0
4831,Lake View,58227,36258.38,101.0
4832,Lake View,58227,29633.5,101.0
4833,Lake View,58227,12250.67,138.0
4834,Lake View,58227,14538.25,138.0
4835,Lake View,58227,15399.43,146.0
4836,Lake View,58227,39001.0,146.0
4837,Lake View,58227,11268.5,203.0
4838,Lake View,58227,16711.5,72.0
4839,Lake View,58227,50773.0,540.0
4840,Lake View,58227,7637.0,0.0
4841,Lake View,58227,14903.0,119.0
4842,Lake View,58227,12286.5,119.0
4843,Lake View,58227,18127.0,235.0
4844,Lake View,58227,21447.5,235.0
4845,Lake View,58227,24059.0,72.0
4846,Lake View,58227,61150.33,68.0
4847,Lake View,58227,13250.33,52.0
4848,Lake View,58227,103253.0,772.0
4849,Lake View,58227,49255.5,167.0
4850,Lake View,58227,14646.0,97.0
4851,Lake View,58227,26317.67,371.0
4852,Lake View,58227,14919.0,199.0
4853,Lake View,58227,182434.0,773.0
4854,Lake View,58227,35669.5,773.0
4855,Lake View,58227,33830.73,773.0
4856,Lake View,58227,24961.0,264.0
4857,Lake View,58227,8757.0,163.0
4858,Lake View,58227,50373.0,363.0
4859,Lake View,58227,7317.17,145.0
4860,Lake View,58227,12039.0,145.0
4861,Lake View,58227,50960.0,145.0
4862,Lake View,58227,33443.38,179.0
4863,Lake View,58227,33016.0,179.0
4864,Lake View,58227,13348.63,477.0
4865,Lake View,58227,6728.25,220.0
4866,Lake View,58227,16075.67,220.0
4867,Lake View,58227,120518.0,222.0
4868,Lake View,58227,16747.13,177.0
4869,Lake View,58227,64534.22,845.0
4870,Lake View,58227,16728.86,845.0
4871,Lake View,58227,7359.25,845.0
4872,Lake View,58227,64579.0,64.0
4873,Lake View,58227,9504.0,139.0
4874,Lake View,58227,62443.33,715.0
4875,Lake View,58227,35365.0,715.0
4876,Lake View,58227,20815.5,132.0
4877,Lake View,58227,39449.75,428.0
4878,Lake View,58227,16342.6,51.0
4879,Lake View,58227,23813.71,224.0
4880,Lake View,58227,6522.0,51.0
4881,Lake View,58227,236830.0,0.0
4882,Lake View,58227,15249.67,611.0
4883,Lake View,58227,17373.0,611.0
4884,Lake View,58227,11857.0,611.0
4885,Lake View,58227,11914.5,224.0
4886,Lake View,58227,62895.4,112.0
4887,Lake View,58227,12766.0,96.0
4888,Lake View,58227,20524.83,398.0
4889,Lake View,58227,16680.06,398.0
4890,Lake View,58227,35307.4,398.0
4891,Lake View,58227,16895.33,81.0
4892,Lake View,58227,11134.0,175.0
4893,Lake View,58227,53071.0,175.0
4894,Lake View,58227,8759.33,32.0
4895,Lake View,58227,14962.83,32.0
4896,Lake View,58227,13372.77,406.0
4897,Lake View,58227,27879.5,406.0
4898,Lake View,58227,9284.4,406.0
4899,Lake View,58227,20071.0,179.0
4900,Lake View,58227,14908.33,92.0
4901,Lake View,58227,30330.5,92.0
4902,Lake View,58227,8772.0,49.0
4903,Lake View,58227,6707.0,61.0
4904,Lake View,58227,26126.0,58.0
4905,Lake View,58227,14092.0,58.0
4906,Lake View,58227,6680.67,44.0
4907,Lake View,58227,9252.33,37.0
4908,Lake View,58227,10182.45,102.0
4909,Lake View,58227,10767.75,51.0
4910,Lake View,58227,18587.17,51.0
4911,Lake View,58227,9609.4,65.0
4912,Lake View,58227,15090.22,65.0
4913,Lake View,58227,13144.0,61.0
4914,Lake View,58227,9974.0,49.0
4915,Lake View,58227,23879.4,49.0
4916,Lake View,58227,18941.0,49.0
4917,Lake View,58227,9164.33,55.0
4918,Lake View,58227,27903.5,55.0
4919,Lake View,58227,10582.33,106.0
4920,Lake View,58227,59635.0,106.0
4921,Lake View,58227,29050.5,79.0
4922,Lake View,58227,65831.5,79.0
4923,Lake View,58227,16809.17,94.0
4924,Lake View,58227,15532.88,94.0
4925,Lake View,58227,11129.0,95.0
4926,Lake View,58227,22884.0,95.0
4927,Lake View,58227,9916.5,132.0
4928,Lake View,58227,10696.0,132.0
4929,Lake View,58227,15350.33,132.0
4930,Lake View,58227,10917.25,125.0
4931,Lake View,58227,32856.33,125.0
4932,Lake View,58227,7301.78,96.0
4933,Lake View,58227,15316.29,96.0
4934,Lake View,58227,7487.14,78.0
4935,Lake View,58227,11988.0,78.0
4936,Lake View,58227,9611.0,77.0
4937,Lake View,58227,9774.08,77.0
4938,Lake View,58227,14282.75,81.0
4939,Lake View,58227,11676.0,34.0
4940,Lake View,58227,10136.5,34.0
4941,Lake View,58227,4697.0,40.0
4942,Lake View,58227,12175.25,34.0
4943,Lake View,58227,12263.67,34.0
4944,Lake View,58227,52147.33,10.0
4945,Lake View,58227,8085.0,50.0
4946,Lake View,58227,15133.4,50.0
4947,Lake View,58227,7052.0,79.0
4948,Lake View,58227,11825.0,79.0
4949,Lake View,58227,12739.0,28.0
4950,Lake View,58227,10700.33,28.0
4951,Lake View,58227,11181.0,50.0
4952,Lake View,58227,9389.38,50.0
4953,Lake View,58227,31850.0,0.0
4954,Lake View,58227,21261.5,74.0
4955,Lake View,58227,10269.0,18.0
4956,Lake View,58227,8326.2,57.0
4957,Lake View,58227,10570.5,57.0
4958,Lake View,58227,13611.0,15.0
4959,Lake View,58227,6536.86,71.0
4960,Lake View,58227,13736.4,71.0
4961,Lake View,58227,8872.4,153.0
4962,Lake View,58227,11943.38,153.0
4963,Lake View,58227,19742.0,125.0
4964,Lake View,58227,10304.7,51.0
4965,Lake View,58227,26916.33,107.0
4966,Lake View,58227,5874.38,107.0
4967,Lake View,58227,15195.5,83.0
4968,Lake View,58227,14489.11,83.0
4969,Lake View,58227,13970.72,212.0
4970,Lake View,58227,23357.0,212.0
4971,Lake View,58227,36818.17,184.0
4972,Lake View,58227,19393.85,184.0
4973,Lake View,58227,22561.77,155.0
4974,Lake View,58227,14416.0,155.0
4975,Lake View,58227,25680.73,173.0
4976,Lake View,58227,32823.0,173.0
4977,Lake View,58227,13945.18,198.0
4978,Lake View,58227,37278.8,198.0
4979,Lake View,58227,24600.5,119.0
4980,Lake View,58227,11989.92,119.0
4981,Lake View,58227,5983.5,69.0
4982,Lake View,58227,10153.25,107.0
4983,Lake View,58227,6630.67,62.0
4984,Lake View,58227,12527.88,95.0
4985,Lake View,58227,18253.0,95.0
4986,Lake View,58227,9941.83,25.0
4987,Lake View,58227,10045.33,25.0
4988,Lake View,58227,43804.67,130.0
4989,Lake View,58227,21788.0,130.0
4990,Lake View,58227,19575.0,130.0
4991,Lake View,58227,7049.5,0.0
4992,Lake View,58227,17510.6,91.0
4993,Lake View,58227,16515.0,91.0
4994,Lake View,58227,12048.0,89.0
4995,Lake View,58227,23633.33,89.0
4996,Lake View,58227,6907.5,161.0
4997,Lake View,58227,6946.75,86.0
4998,Lake View,58227,5662.0,148.0
4999,Lake View,58227,10340.0,148.0
5000,Lake View,58227,18222.0,804.0
5001,Lake View,58227,24208.5,804.0
5002,Lake View,58227,8852.5,36.0
5003,Lake View,58227,21155.5,51.0
5004,Lake View,58227,12150.13,101.0
5005,Lake View,58227,7449.0,101.0
5006,Lake View,58227,8985.0,97.0
5007,Lake View,58227,32082.0,163.0
5008,Lake View,58227,23162.0,156.0
5009,Lake View,58227,11304.5,126.0
5010,Lake View,58227,2276.0,126.0
5011,Lake View,58227,28850.0,126.0
5012,Lake View,58227,16460.3,112.0
5013,Lake View,58227,12616.33,112.0
5014,Lake View,58227,12330.36,119.0
5015,Lake View,58227,12492.61,46.0
5016,Lake View,58227,11870.65,46.0
5017,Lake View,58227,14094.5,26.0
5018,Lake View,58227,15954.0,82.0
5019,Lake View,58227,21289.75,133.0
5020,Lake View,58227,7911.0,163.0
5021,Lake View,58227,33315.0,61.0
5022,Lake View,58227,11998.0,33.0
5023,Lake View,58227,6255.0,33.0
5024,Lake View,58227,208017.0,98.0
5025,Lake View,58227,47370.0,98.0
5026,Lake View,58227,13318.0,60.0
5027,Lincoln Park,71403,7832.5,61.0
5028,Lincoln Park,71403,86004.0,9.0
5029,Lincoln Park,71403,18566.0,881.0
5030,Lincoln Park,71403,8838.0,345.0
5031,Lincoln Park,71403,4758.33,81.0
5032,Lincoln Park,71403,18571.0,74.0
5033,Lincoln Park,71403,7803.0,23.0
5034,Lincoln Park,71403,4626.0,42.0
5035,Lincoln Park,71403,34212.0,119.0
5036,Lincoln Park,71403,14192.0,69.0
5037,Lincoln Park,71403,10195.8,99.0
5038,Lincoln Park,71403,14953.0,55.0
5039,Lincoln Park,71403,33124.5,197.0
5040,Lincoln Park,71403,19985.0,73.0
5041,Lincoln Park,71403,12467.0,73.0
5042,Lincoln Park,71403,79335.0,238.0
5043,Lincoln Park,71403,8346.0,26.0
5044,Lincoln Park,71403,4396.0,96.0
5045,Lincoln Park,71403,146818.3,48156.0
5046,Lincoln Park,71403,11590.0,66.0
5047,Lincoln Park,71403,19384.5,881.0
5048,Lincoln Park,71403,16824.89,388.0
5049,Lincoln Park,71403,19144.5,153.0
5050,Lincoln Park,71403,15149.79,153.0
5051,Lincoln Park,71403,33342.0,153.0
5052,Lincoln Park,71403,59462.33,316.0
5053,Lincoln Park,71403,65703.67,365.0
